CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
CF,13,0,0,0,
